date,p_state0,p_state1,viterbi_state,p_stress
2005-07-06,1.7188203274582197e-08,0.9999999828117898,1,0.9999999828117898
2005-07-07,1.1083670651757336e-08,0.9999999889163225,1,0.9999999889163225
2005-07-08,2.8276106913192467e-09,0.9999999971723824,1,0.9999999971723824
2005-07-11,1.0514623619971943e-08,0.9999999894853695,1,0.9999999894853695
2005-07-12,9.894050265667185e-08,0.9999999010594904,1,0.9999999010594904
2005-07-13,1.3163574302520909e-08,0.9999999868364188,1,0.9999999868364188
2005-07-14,4.565793095789497e-09,0.9999999954342002,1,0.9999999954342002
2005-07-15,3.2892433516431045e-09,0.9999999967107499,1,0.9999999967107499
2005-07-18,3.566097421181794e-09,0.9999999964338959,1,0.9999999964338959
2005-07-19,6.172102547706321e-10,0.9999999993827831,1,0.9999999993827831
2005-07-20,1.127549587609787e-09,0.9999999988724436,1,0.9999999988724436
2005-07-21,3.6975222277124216e-08,0.9999999630247708,1,0.9999999630247708
2005-07-22,5.2339352664734474e-09,0.9999999947660577,1,0.9999999947660577
2005-07-25,7.597580760180496e-09,0.9999999924024123,1,0.9999999924024123
2005-07-26,2.492929484717765e-09,0.9999999975070635,1,0.9999999975070635
2005-07-27,1.914545764062995e-09,0.9999999980854474,1,0.9999999980854474
2005-07-28,1.2618548552527653e-09,0.9999999987381383,1,0.9999999987381383
2005-07-29,7.601145928766177e-09,0.9999999923988472,1,0.9999999923988472
2005-08-01,5.27980223244284e-09,0.9999999947201907,1,0.9999999947201907
2005-08-02,8.86580914093202e-09,0.9999999911341836,1,0.9999999911341836
2005-08-03,2.3876875737654202e-08,0.9999999761231171,1,0.9999999761231171
2005-08-04,1.0020672329256392e-07,0.9999998997932695,1,0.9999998997932695
2005-08-05,1.3867039287192487e-07,0.9999998613295998,1,0.9999998613295998
2005-08-08,9.765532556549673e-08,0.999999902344667,1,0.999999902344667
2005-08-09,8.599686139831989e-07,0.9999991400313788,1,0.9999991400313788
2005-08-10,1.8505536765962002e-07,0.9999998149446249,1,0.9999998149446249
2005-08-11,5.324151303037033e-07,0.9999994675848624,1,0.9999994675848624
2005-08-12,9.122975022658447e-08,0.9999999087702424,1,0.9999999087702424
2005-08-15,4.128868042490823e-09,0.9999999958711245,1,0.9999999958711245
2005-08-16,8.430733053713122e-09,0.9999999915692597,1,0.9999999915692597
2005-08-17,9.383105082840758e-08,0.9999999061689421,1,0.9999999061689421
2005-08-18,9.408216906808136e-08,0.999999905917824,1,0.999999905917824
2005-08-19,7.323611609523032e-08,0.9999999267638768,1,0.9999999267638768
2005-08-22,2.5872445338766497e-08,0.9999999741275475,1,0.9999999741275475
2005-08-23,3.155099295490029e-08,0.9999999684490001,1,0.9999999684490001
2005-08-24,1.2342821149424085e-07,0.9999998765717815,1,0.9999998765717815
2005-08-25,2.2171581115169606e-07,0.999999778284182,1,0.999999778284182
2005-08-26,5.647823296657422e-09,0.9999999943521698,1,0.9999999943521698
2005-08-29,2.6329438585417687e-07,0.9999997367056072,1,0.9999997367056072
2005-08-30,8.794025992055998e-09,0.9999999912059668,1,0.9999999912059668
2005-08-31,4.1665218150522544e-07,0.9999995833478114,1,0.9999995833478114
2005-09-01,4.93779268641968e-07,0.9999995062207243,1,0.9999995062207243
2005-09-02,2.6641803676408766e-07,0.999999733581956,1,0.999999733581956
2005-09-05,3.007944920477851e-07,0.9999996992055006,1,0.9999996992055006
2005-09-06,6.539525421814428e-07,0.9999993460474504,1,0.9999993460474504
2005-09-07,1.8526756038317933e-06,0.9999981473243889,1,0.9999981473243889
2005-09-08,9.890825601886266e-06,0.9999901091743907,1,0.9999901091743907
2005-09-09,2.468461137768286e-05,0.999975315388615,1,0.999975315388615
2005-09-12,6.8870897129153365e-06,0.9999931129102797,1,0.9999931129102797
2005-09-13,1.0720699587549508e-05,0.999989279300405,1,0.999989279300405
2005-09-14,6.272660184254276e-05,0.9999372733981502,1,0.9999372733981502
